AT4T28P1 - Pris - 5_5_411_50, tongue movement approx 45k-55k ms
time=28565, red=52294, ir=58424
time=28585, red=52282, ir=58420
time=28605, red=52298, ir=58427
time=28625, red=52298, ir=58443
time=28645, red=52301, ir=58431
time=28665, red=52302, ir=58432
time=28685, red=52302, ir=58435
time=28705, red=52307, ir=58421
time=28725, red=52311, ir=58434
time=28745, red=52291, ir=58432
time=28765, red=52295, ir=58434
time=28785, red=52305, ir=58425
time=28805, red=52298, ir=58431
time=28825, red=52301, ir=58426
time=28845, red=52296, ir=58424
time=28865, red=52313, ir=58440
time=28885, red=52301, ir=58457
time=28905, red=52316, ir=58449
time=28925, red=52295, ir=58444
time=28945, red=52309, ir=58448
time=28965, red=52307, ir=58474
time=28985, red=52310, ir=58480
time=29005, red=52313, ir=58477
time=29025, red=52310, ir=58484
time=29045, red=52317, ir=58475
time=29065, red=52307, ir=58482
time=29085, red=52291, ir=58494
time=29105, red=52313, ir=58458
time=29125, red=52304, ir=58491
time=29145, red=52297, ir=58485
time=29165, red=52290, ir=58498
time=29185, red=52307, ir=58500
time=29206, red=52312, ir=58501
time=29226, red=52304, ir=58503
time=29246, red=52296, ir=58507
time=29266, red=52313, ir=58523
time=29286, red=52301, ir=58534
time=29306, red=52301, ir=58532
time=29326, red=52297, ir=58544
time=29346, red=52295, ir=58531
time=29366, red=52294, ir=58542
time=29386, red=52299, ir=58533
time=29406, red=52292, ir=58550
time=29426, red=52288, ir=58543
time=29446, red=52295, ir=58549
time=29466, red=52288, ir=58549
time=29486, red=52295, ir=58553
time=29506, red=52291, ir=58559
time=29526, red=52281, ir=58568
time=29546, red=52295, ir=58576
time=29566, red=52280, ir=58560
time=29586, red=52284, ir=58587
time=29606, red=52265, ir=58589
time=29626, red=52275, ir=58591
time=29646, red=52265, ir=58594
time=29666, red=52271, ir=58584
time=29686, red=52266, ir=58583
time=29706, red=52257, ir=58598
time=29726, red=52265, ir=58593
time=29746, red=52255, ir=58598
time=29766, red=52255, ir=58595
time=29786, red=52261, ir=58610
time=29806, red=52246, ir=58594
time=29826, red=52225, ir=58561
time=29846, red=52225, ir=58555
time=29866, red=52215, ir=58538
time=29886, red=52228, ir=58523
time=29906, red=52208, ir=58495
time=29926, red=52185, ir=58494
time=29946, red=52177, ir=58449
time=29966, red=52178, ir=58442
time=29986, red=52159, ir=58429
time=30006, red=52174, ir=58406
HR=187, SP=-1
time=30026, red=52166, ir=58406
time=30046, red=52157, ir=58403
time=30066, red=52161, ir=58403
time=30086, red=52175, ir=58393
time=30106, red=52172, ir=58388
time=30126, red=52197, ir=58411
time=30147, red=52191, ir=58403
time=30167, red=52194, ir=58408
time=30187, red=52191, ir=58403
time=30207, red=52204, ir=58408
time=30227, red=52190, ir=58410
time=30247, red=52216, ir=58429
time=30267, red=52217, ir=58441
time=30287, red=52227, ir=58447
time=30307, red=52222, ir=58451
time=30327, red=52244, ir=58457
time=30347, red=52228, ir=58460
time=30367, red=52229, ir=58446
time=30387, red=52225, ir=58450
time=30407, red=52222, ir=58450
time=30427, red=52226, ir=58449
time=30447, red=52229, ir=58441
time=30467, red=52223, ir=58438
time=30487, red=52227, ir=58434
time=30507, red=52248, ir=58446
time=30527, red=52228, ir=58445
time=30547, red=52241, ir=58440
time=30567, red=52236, ir=58451
time=30587, red=52235, ir=58462
time=30607, red=52231, ir=58449
time=30627, red=52233, ir=58442
time=30647, red=52226, ir=58449
time=30667, red=52227, ir=58428
time=30687, red=52216, ir=58452
time=30707, red=52216, ir=58441
time=30727, red=52220, ir=58444
time=30747, red=52222, ir=58448
time=30767, red=52214, ir=58452
time=30787, red=52217, ir=58465
time=30807, red=52217, ir=58459
time=30827, red=52225, ir=58468
time=30847, red=52223, ir=58467
time=30867, red=52222, ir=58480
time=30887, red=52226, ir=58480
time=30907, red=52230, ir=58480
time=30927, red=52222, ir=58476
time=30947, red=52234, ir=58492
time=30967, red=52234, ir=58489
time=30987, red=52222, ir=58475
time=31007, red=52207, ir=58478
time=31027, red=52215, ir=58493
time=31047, red=52210, ir=58486
time=31067, red=52216, ir=58509
time=31087, red=52220, ir=58486
time=31108, red=52212, ir=58500
time=31128, red=52207, ir=58503
time=31148, red=52215, ir=58501
time=31168, red=52204, ir=58516
time=31188, red=52212, ir=58509
time=31208, red=52199, ir=58515
time=31228, red=52213, ir=58512
time=31248, red=52209, ir=58508
time=31268, red=52201, ir=58510
time=31288, red=52191, ir=58512
time=31308, red=52201, ir=58512
time=31328, red=52201, ir=58536
time=31348, red=52212, ir=58535
time=31368, red=52209, ir=58549
time=31388, red=52208, ir=58546
time=31408, red=52190, ir=58550
time=31428, red=52194, ir=58545
time=31448, red=52178, ir=58526
time=31468, red=52183, ir=58521
time=31488, red=52169, ir=58507
time=31508, red=52152, ir=58506
time=31528, red=52147, ir=58489
time=31548, red=52135, ir=58454
time=31568, red=52122, ir=58450
time=31588, red=52142, ir=58430
time=31608, red=52106, ir=58433
time=31628, red=52128, ir=58402
time=31648, red=52112, ir=58410
time=31668, red=52113, ir=58366
time=31688, red=52110, ir=58366
time=31708, red=52094, ir=58343
time=31728, red=52104, ir=58321
time=31748, red=52092, ir=58326
time=31768, red=52120, ir=58331
time=31788, red=52138, ir=58360
time=31808, red=52158, ir=58375
time=31828, red=52150, ir=58358
time=31848, red=52140, ir=58351
time=31868, red=52146, ir=58365
time=31888, red=52143, ir=58356
time=31908, red=52153, ir=58343
time=31928, red=52151, ir=58347
time=31948, red=52144, ir=58343
time=31968, red=52137, ir=58348
time=31988, red=52155, ir=58361
time=32008, red=52156, ir=58357
HR=375, SP=-1
time=32033, red=52151, ir=58349
time=32048, red=52163, ir=58362
time=32069, red=52152, ir=58349
time=32089, red=52161, ir=58339
time=32109, red=52155, ir=58331
time=32129, red=52175, ir=58336
time=32149, red=52154, ir=58338
time=32169, red=52159, ir=58334
time=32189, red=52165, ir=58334
time=32209, red=52170, ir=58332
time=32229, red=52172, ir=58352
time=32249, red=52171, ir=58364
time=32269, red=52169, ir=58339
time=32289, red=52162, ir=58337
time=32309, red=52151, ir=58342
time=32329, red=52172, ir=58356
time=32349, red=52164, ir=58339
time=32369, red=52169, ir=58353
time=32389, red=52163, ir=58370
time=32409, red=52188, ir=58369
time=32429, red=52183, ir=58386
time=32449, red=52169, ir=58391
time=32469, red=52182, ir=58377
time=32489, red=52172, ir=58374
time=32509, red=52185, ir=58385
time=32529, red=52179, ir=58394
time=32549, red=52153, ir=58387
time=32569, red=52164, ir=58411
time=32589, red=52180, ir=58399
time=32609, red=52186, ir=58405
time=32629, red=52184, ir=58426
time=32649, red=52194, ir=58433
time=32669, red=52194, ir=58473
time=32689, red=52212, ir=58487
time=32709, red=52200, ir=58470
time=32729, red=52193, ir=58460
time=32749, red=52181, ir=58471
time=32769, red=52187, ir=58474
time=32789, red=52190, ir=58477
time=32809, red=52199, ir=58495
time=32829, red=52184, ir=58481
time=32849, red=52173, ir=58482
time=32869, red=52171, ir=58485
time=32889, red=52174, ir=58465
time=32909, red=52163, ir=58472
time=32929, red=52161, ir=58470
time=32949, red=52173, ir=58485
time=32969, red=52157, ir=58462
time=32989, red=52142, ir=58473
time=33010, red=52154, ir=58471
time=33030, red=52139, ir=58482
time=33050, red=52161, ir=58491
time=33070, red=52153, ir=58488
time=33090, red=52167, ir=58481
time=33110, red=52146, ir=58480
time=33130, red=52144, ir=58488
time=33150, red=52126, ir=58489
time=33170, red=52134, ir=58473
time=33190, red=52138, ir=58470
time=33210, red=52123, ir=58472
time=33230, red=52126, ir=58459
time=33250, red=52116, ir=58452
time=33270, red=52091, ir=58433
time=33290, red=52082, ir=58420
time=33310, red=52084, ir=58406
time=33330, red=52072, ir=58385
time=33350, red=52063, ir=58365
time=33370, red=52059, ir=58354
time=33390, red=52051, ir=58325
time=33410, red=52062, ir=58309
time=33430, red=52044, ir=58309
time=33450, red=52046, ir=58299
time=33470, red=52057, ir=58296
time=33490, red=52054, ir=58279
time=33510, red=52063, ir=58294
time=33530, red=52069, ir=58317
time=33550, red=52080, ir=58316
time=33570, red=52095, ir=58313
time=33590, red=52075, ir=58305
time=33610, red=52083, ir=58279
time=33630, red=52089, ir=58282
time=33650, red=52099, ir=58283
time=33670, red=52085, ir=58249
time=33690, red=52087, ir=58263
time=33710, red=52080, ir=58254
time=33730, red=52109, ir=58249
time=33750, red=52104, ir=58246
time=33770, red=52097, ir=58255
time=33790, red=52107, ir=58237
time=33810, red=52099, ir=58246
time=33830, red=52115, ir=58246
time=33850, red=52106, ir=58226
time=33870, red=52106, ir=58220
time=33890, red=52116, ir=58220
time=33910, red=52097, ir=58219
time=33930, red=52101, ir=58196
time=33950, red=52099, ir=58208
time=33971, red=52106, ir=58226
time=33991, red=52107, ir=58221
time=34011, red=52117, ir=58220
HR=240, SP=98
time=34031, red=52110, ir=58238
time=34051, red=52107, ir=58232
time=34071, red=52117, ir=58241
time=34091, red=52126, ir=58236
time=34111, red=52125, ir=58243
time=34131, red=52115, ir=58250
time=34151, red=52135, ir=58260
time=34171, red=52133, ir=58263
time=34191, red=52124, ir=58253
time=34211, red=52137, ir=58250
time=34231, red=52121, ir=58241
time=34251, red=52122, ir=58231
time=34271, red=52121, ir=58249
time=34291, red=52134, ir=58258
time=34311, red=52136, ir=58263
time=34331, red=52132, ir=58254
time=34351, red=52126, ir=58261
time=34371, red=52129, ir=58257
time=34391, red=52122, ir=58258
time=34411, red=52116, ir=58263
time=34431, red=52129, ir=58263
time=34451, red=52121, ir=58261
time=34471, red=52117, ir=58267
time=34491, red=52115, ir=58259
time=34511, red=52118, ir=58259
time=34531, red=52116, ir=58267
time=34551, red=52111, ir=58249
time=34571, red=52104, ir=58267
time=34591, red=52103, ir=58286
time=34611, red=52100, ir=58267
time=34631, red=52108, ir=58267
time=34651, red=52109, ir=58270
time=34671, red=52109, ir=58284
time=34691, red=52110, ir=58290
time=34711, red=52086, ir=58281
time=34731, red=52107, ir=58284
time=34751, red=52101, ir=58285
time=34771, red=52102, ir=58278
time=34791, red=52102, ir=58282
time=34811, red=52087, ir=58277
time=34831, red=52087, ir=58286
time=34851, red=52089, ir=58282
time=34871, red=52078, ir=58284
time=34892, red=52079, ir=58295
time=34912, red=52075, ir=58272
time=34932, red=52068, ir=58266
time=34952, red=52059, ir=58258
time=34972, red=52056, ir=58245
time=34992, red=52037, ir=58225
time=35012, red=52030, ir=58217
time=35032, red=52036, ir=58195
time=35052, red=52039, ir=58162
time=35072, red=52037, ir=58161
time=35092, red=52041, ir=58143
time=35112, red=52040, ir=58136
time=35132, red=52026, ir=58134
time=35152, red=52034, ir=58123
time=35172, red=52037, ir=58123
time=35192, red=52055, ir=58116
time=35212, red=52062, ir=58098
time=35232, red=52050, ir=58094
time=35252, red=52072, ir=58110
time=35272, red=52072, ir=58113
time=35292, red=52071, ir=58117
time=35312, red=52093, ir=58096
time=35332, red=52085, ir=58113
time=35352, red=52103, ir=58120
time=35372, red=52112, ir=58129
time=35392, red=52124, ir=58134
time=35412, red=52126, ir=58133
time=35432, red=52122, ir=58140
time=35452, red=52143, ir=58150
time=35472, red=52145, ir=58148
time=35492, red=52149, ir=58150
time=35512, red=52142, ir=58146
time=35532, red=52157, ir=58140
time=35552, red=52142, ir=58147
time=35572, red=52156, ir=58146
time=35592, red=52141, ir=58132
time=35612, red=52150, ir=58154
time=35632, red=52150, ir=58148
time=35652, red=52142, ir=58136
time=35672, red=52148, ir=58144
time=35692, red=52162, ir=58166
time=35712, red=52160, ir=58149
time=35732, red=52149, ir=58167
time=35752, red=52173, ir=58170
time=35772, red=52156, ir=58167
time=35792, red=52159, ir=58162
time=35812, red=52174, ir=58175
time=35832, red=52160, ir=58169
time=35852, red=52169, ir=58178
time=35872, red=52172, ir=58168
time=35893, red=52173, ir=58175
time=35913, red=52173, ir=58172
time=35933, red=52166, ir=58203
time=35953, red=52159, ir=58190
time=35973, red=52174, ir=58190
time=35993, red=52171, ir=58194
time=36013, red=52165, ir=58204
HR=69, SP=33
time=36037, red=52171, ir=58215
time=36053, red=52176, ir=58190
time=36073, red=52161, ir=58194
time=36093, red=52167, ir=58215
time=36113, red=52161, ir=58195
time=36133, red=52156, ir=58209
time=36153, red=52175, ir=58209
time=36173, red=52148, ir=58199
time=36193, red=52140, ir=58207
time=36213, red=52142, ir=58213
time=36233, red=52152, ir=58218
time=36253, red=52133, ir=58223
time=36273, red=52138, ir=58225
time=36293, red=52146, ir=58225
time=36313, red=52152, ir=58248
time=36333, red=52141, ir=58256
time=36353, red=52146, ir=58263
time=36373, red=52146, ir=58258
time=36393, red=52144, ir=58247
time=36413, red=52139, ir=58268
time=36433, red=52137, ir=58262
time=36453, red=52130, ir=58264
time=36473, red=52133, ir=58283
time=36493, red=52144, ir=58269
time=36513, red=52134, ir=58271
time=36533, red=52147, ir=58289
time=36553, red=52124, ir=58293
time=36573, red=52139, ir=58293
time=36593, red=52137, ir=58293
time=36613, red=52131, ir=58279
time=36633, red=52122, ir=58249
time=36653, red=52117, ir=58235
time=36673, red=52109, ir=58226
time=36693, red=52099, ir=58188
time=36713, red=52093, ir=58200
time=36733, red=52085, ir=58169
time=36753, red=52077, ir=58130
time=36773, red=52074, ir=58109
time=36793, red=52081, ir=58109
time=36813, red=52093, ir=58118
time=36833, red=52084, ir=58099
time=36854, red=52105, ir=58096
time=36874, red=52094, ir=58080
time=36894, red=52102, ir=58087
time=36914, red=52100, ir=58067
time=36934, red=52111, ir=58071
time=36954, red=52124, ir=58095
time=36974, red=52127, ir=58087
time=36994, red=52146, ir=58100
time=37014, red=52140, ir=58089
time=37034, red=52143, ir=58094
time=37054, red=52162, ir=58098
time=37074, red=52157, ir=58116
time=37094, red=52162, ir=58112
time=37114, red=52185, ir=58106
time=37134, red=52184, ir=58125
time=37154, red=52172, ir=58122
time=37174, red=52177, ir=58117
time=37194, red=52172, ir=58109
time=37214, red=52183, ir=58102
time=37234, red=52178, ir=58113
time=37254, red=52177, ir=58109
time=37274, red=52178, ir=58116
time=37294, red=52203, ir=58107
time=37314, red=52189, ir=58115
time=37334, red=52188, ir=58108
time=37354, red=52203, ir=58129
time=37374, red=52197, ir=58112
time=37394, red=52205, ir=58138
time=37414, red=52206, ir=58126
time=37434, red=52202, ir=58132
time=37454, red=52204, ir=58127
time=37474, red=52224, ir=58145
time=37494, red=52214, ir=58133
time=37514, red=52208, ir=58146
time=37534, red=52222, ir=58156
time=37554, red=52221, ir=58157
time=37574, red=52208, ir=58160
time=37594, red=52211, ir=58158
time=37614, red=52214, ir=58175
time=37634, red=52216, ir=58167
time=37654, red=52197, ir=58172
time=37674, red=52212, ir=58177
time=37694, red=52208, ir=58175
time=37714, red=52210, ir=58176
time=37734, red=52204, ir=58182
time=37754, red=52206, ir=58177
time=37774, red=52207, ir=58198
time=37794, red=52202, ir=58198
time=37815, red=52208, ir=58191
time=37835, red=52213, ir=58203
time=37855, red=52214, ir=58212
time=37875, red=52195, ir=58214
time=37895, red=52203, ir=58206
time=37915, red=52202, ir=58224
time=37935, red=52208, ir=58229
time=37955, red=52194, ir=58232
time=37975, red=52202, ir=58218
time=37995, red=52207, ir=58226
time=38015, red=52210, ir=58228
HR=122, SP=76
time=38035, red=52188, ir=58241
time=38055, red=52186, ir=58236
time=38075, red=52194, ir=58233
time=38095, red=52186, ir=58242
time=38115, red=52188, ir=58245
time=38135, red=52182, ir=58241
time=38155, red=52186, ir=58238
time=38175, red=52184, ir=58241
time=38195, red=52186, ir=58259
time=38215, red=52165, ir=58263
time=38235, red=52180, ir=58269
time=38255, red=52171, ir=58264
time=38275, red=52164, ir=58267
time=38295, red=52164, ir=58259
time=38315, red=52157, ir=58240
time=38335, red=52155, ir=58235
time=38355, red=52145, ir=58213
time=38375, red=52127, ir=58197
time=38395, red=52130, ir=58181
time=38415, red=52124, ir=58168
time=38435, red=52121, ir=58142
time=38455, red=52108, ir=58115
time=38475, red=52121, ir=58114
time=38495, red=52121, ir=58103
time=38515, red=52103, ir=58082
time=38535, red=52114, ir=58064
time=38555, red=52123, ir=58063
time=38575, red=52129, ir=58061
time=38595, red=52124, ir=58053
time=38615, red=52125, ir=58041
time=38635, red=52138, ir=58039
time=38655, red=52156, ir=58040
time=38675, red=52145, ir=58051
time=38695, red=52148, ir=58044
time=38715, red=52166, ir=58050
time=38735, red=52168, ir=58052
time=38756, red=52177, ir=58056
time=38776, red=52189, ir=58070
time=38796, red=52186, ir=58072
time=38816, red=52192, ir=58079
time=38836, red=52192, ir=58074
time=38856, red=52200, ir=58087
time=38876, red=52210, ir=58108
time=38896, red=52196, ir=58080
time=38916, red=52216, ir=58109
time=38936, red=52196, ir=58111
time=38956, red=52214, ir=58088
time=38976, red=52220, ir=58104
time=38996, red=52219, ir=58114
time=39016, red=52210, ir=58109
time=39036, red=52218, ir=58122
time=39056, red=52219, ir=58109
time=39076, red=52216, ir=58110
time=39096, red=52206, ir=58100
time=39116, red=52227, ir=58120
time=39136, red=52219, ir=58105
time=39156, red=52236, ir=58116
time=39176, red=52238, ir=58123
time=39196, red=52227, ir=58131
time=39216, red=52235, ir=58125
time=39236, red=52238, ir=58139
time=39256, red=52248, ir=58141
time=39276, red=52224, ir=58150
time=39296, red=52230, ir=58145
time=39316, red=52240, ir=58155
time=39336, red=52229, ir=58164
time=39356, red=52221, ir=58161
time=39376, red=52241, ir=58166
time=39396, red=52217, ir=58170
time=39416, red=52227, ir=58190
time=39436, red=52227, ir=58182
time=39456, red=52238, ir=58181
time=39476, red=52229, ir=58191
time=39496, red=52229, ir=58214
time=39516, red=52232, ir=58197
time=39536, red=52224, ir=58189
time=39556, red=52213, ir=58206
